iter	Logloss
0	0.685614013711	0.677801745622	0.669967991833	0.662469624544	0.653594927555	0.645774713666	0.637220364677	0.6259791998	8	0.6183067699	9	0.6143464641010	0.604538589111	0.596308085
12	0.5895511738
13	0.582207258
14	0.5754950722
15	0.5685891512
16	0.5617201026
17	0.5546487257
18	0.547650022
19	0.5416040428
20	0.5337992926
21	0.5274752772222	0.5214084752323	0.516257324	024	0.512114225	025	0.506409326	026	0.50199327	0.27	0.49662428	0.28	0.49114229	0.29	0.4872330	0.430	0.4829631	0.431	0.4783432	0.32	0.47452333	0.33	0.47086334	0.34	0.46673435	0.35	0.46297236	0.36	0.45671337	0.37	0.45125538	038	0.447553839	039	0.443566140	040	0.440012941	041	0.433783342	042	0.4306156987
43	0.4264815559
44	0.423286382
45	0.4202350513
46	0.4162382544
47	0.4119583064
48	0.4080924021
49	0.4041426078
50	0.4012924009
51	0.3977619887
52	0.3933541455
53	0.3902571188
54	0.3862315045
55	0.3833900508
56	0.3807437857
57	0.3781592856
58	0.3755256178
59	0.3726205758
60	0.3695531967
61	0.3671766672
62	0.3645580859
63	0.3617701678
64	0.3587202658
65	0.3559071487
66	0.3534068575
67	0.3507417842
68	0.3476288242
69	0.34374368
70	0.3415579806
71	0.3389213961
72	0.3370133541
73	0.3351512811
74	0.3330326643
75	0.3303303561
76	0.3268825647
77	0.3248921157
78	0.322694826
79	0.3203504652880	0.3184683417
81	0.3161199682	82	0.3138967683	83	0.3123116884	84	0.3103582085	85	0.308407888686	0.3067635848787	0.3044242978888	0.3025983688989	0.3008017229090	0.298823593991	0.297131884
92	0.2953426877
93	0.2936004791
94	0.2921574748
95	0.2904882407
96	0.2884655794
97	0.2868964551
98	0.2851937798
99	0.2834202775
100	0.28219026
101	0.2805575919
102	0.2786140527
103	0.2765208384
104	0.274748837
105	0.2730647335
106	0.2718890437
107	0.2695981142
108	0.2679760896
109	0.2665894613
110	0.2646042321
111	0.263051575
112	0.261535308
113	0.259727077
114	0.2584204353
115	0.2570377272
116	0.2555778819
117	0.2541580201
118	0.2527604731
119	0.2511620094
120	0.249428104
121	0.2479002134
122	0.2463156573
123	0.2448368905
124	0.2426943054
125	0.2415007415
126	0.239934218
127	0.2387650406
128	0.23722137129129	0.2359972013130	0.2347766891131	0.23344794951132	0.23216905
133	0.2307868989
134	0.2294003166
135	0.2279532435
136	0.2267483246
137	0.2254142145
138	0.2243810995
139	0.2232312051
140	0.2219988959
141	0.2208831035
142	0.2196929265
143	0.2184374266
144	0.2171864414
145	0.2152391967
146	0.2139102383
147	0.2129445024
148	0.2119583554
149	0.2105059549
150	0.2093687604
151	0.2080438354
152	0.2069859472
153	0.2054515293
154	0.20437651
155	0.2026880006
156	0.2017173807
157	0.1999594221
158	0.1988352172
159	0.1977696526
160	0.1961561224
161	0.1949976419
162	0.1937710517
163	0.1929675602
164	0.1921355363
165	0.1913378586
166	0.19054616571167	0.18973599211168	0.18870061951169	0.187735388
170	0.18636123531171	0.18531780651172	0.18430770211173	0.18345435451174	0.18266961141175	0.18172237231176	0.18090757441177	0.17988741511178	0.17900482
179	0.1781263168
180	0.1774507525
181	0.1767207396
182	0.1758298619
183	0.1750805638
184	0.174327589
185	0.1733647353
186	0.1724638033
187	0.1717635805
188	0.1709519201
189	0.1701494475
190	0.169304302
191	0.1683687897
192	0.1676326176
193	0.1668082867
194	0.1660743029
195	0.1654124083
196	0.1647345026
197	0.1637435745
198	0.1630108166
199	0.1622252911
200	0.1615213083
201	0.1606774898
202	0.16005805642203	0.15934303462204	0.15863978952205	0.15789582972206	0.15707518642207	0.15632034642208	0.15542779362209	0.154617097
210	0.1539178997
211	0.1532527617
212	0.1525295212	213	0.15194882121214	0.15120142121215	0.15059321521216	0.14986821621217	0.14894921218218	0.14832218219219	0.14777219220220	0.14688220221221	0.14607221222222	0.1451222	223223	0.1443223	224224	0.1435224225	225	0.1425225226	226	0.1419226227	227	0.1413202228	228	0.140719229	0229	0.140054230	0230	0.139372231	231	0.1387722232	232	0.1381428233233	0.13721524234234	0.13670844235235	0.13625775236236	0.13578774237237	0.13521649238238	0.13468213239239	0.13408463240240	0.13355303241241	0.13288690242242	0.13196090243243	0.1312179244	244	0.1306705245245	0.13006847246246	0.1293614924247	0.12843632524248	0.128008997
249	0.1274150879
250	0.1268304176
251	0.1263720461
252	0.1256727495
253	0.1250924804
254	0.1245680377
255	0.1240490522
256	0.123449794
257	0.1229119552
258	0.1223783401
259	0.1219665361
260	0.12147263
261	0.12091049
262	0.1204804341
263	0.119889489
264	0.1195552506
265	0.1190229326
266	0.1183057014
267	0.1177960315
268	0.1172986054
269	0.1167271636
270	0.1161572405
271	0.1154435485
272	0.1145166575
273	0.114047507
274	0.1135839314
275	0.1131531642
276	0.1127470549
277	0.1120993356
278	0.1116331104
279	0.1107753168
280	0.1103063314
281	0.1097774966
282	0.1093396143
283	0.1087998888
284	0.108335371
285	0.1079495129
286	0.1075420079
287	0.1070478812
288	0.1065483554
289	0.1059743672
290	0.1055646699
291	0.1051468669
292	0.1047571936
293	0.104164914
294	0.103795634
295	0.1031773565
296	0.1026285369
297	0.1021916337
298	0.1016847107
299	0.1011679601
300	0.1006881721
301	0.1002748022
302	0.09978535341
303	0.09944837891
304	0.09903691452
305	0.09872156349
306	0.09829158943
307	0.09797016068
308	0.09745401992
309	0.09713954012
310	0.0967893361
311	0.09648574486
312	0.09617393115
313	0.09584342476
314	0.0954234969
315	0.09503333822
316	0.09469504569
317	0.09436553412
318	0.09395325482
319	0.09361648469
320	0.09317386306
321	0.09275153276
322	0.09243459538
323	0.0920981148
324	0.09176885111
325	0.09134353799
326	0.09096243237
327	0.09053517462
328	0.0902100298
329	0.08988788734
330	0.08957484905
331	0.08917488622
332	0.08882718741
333	0.0883060031
334	0.08802853423
335	0.08771346511
336	0.0873390242
337	0.08699241329
338	0.08664242103
339	0.08635151878
340	0.08609599011
341	0.08577549665
342	0.08545523189
343	0.08508439199
344	0.08468201533
345	0.08447691284
346	0.08405998126
347	0.08374513917
348	0.08339766351
349	0.08305969275
350	0.08274298408
351	0.08246053663
352	0.08219745208
353	0.08194909487
354	0.08156161601
355	0.08124884461
356	0.08097467425
357	0.08073051978
358	0.08045521466
359	0.08015020934
360	0.07960338235
361	0.07934587178
362	0.07907452723
363	0.078835364	0.364	0.07853941446
365	0.07821406293
366	0.07786592715
367	0.07768147711
368	0.07735964193
369	0.07707715902
370	0.07675773598
371	0.07649395934
372	0.07625654142
373	0.07598355034
374	0.07565628848
375	0.07540341516
376	0.07509431919
377	0.07482167383
378	0.07457628079
379	0.07434837489
380	0.074053094
381	0.07373621772
382	0.07354739836
383	0.07325537197
384	0.07289272683
385	0.07263227136
386	0.0722995858
387	0.07204191925
388	0.07174421004
389	0.07146335011
390	0.07124365437
391	0.07096446259
392	0.0707393	0.06393	0.07055313398
394	0.07029249161
395	0.07005391822
396	0.06980128824
397	0.06398	0.0681398	0.06936662593
399	0.06907140691
400	0.06880394178
401	0.06857932546
402	0.06833948672
403	0.06813489019
404	0.06783955907
405	0.0406	0.06622406	0.0407	0.06596407	0.0408	0.06569408	0.0409	0.06540409	0.0410	0.06515410	0.0411	0.06499411	0.06609463472
412	0.413	0.064507413	0.414	0.064336414	0.415	0.064075415	0.416	0.06380416	0.417	0.063534417	0418	0.0632491418	0419	0.0629350419	0420	0.0627572420	0421	0.0624721421	0422	0.0622590422	0423	0.0620810423	0424	0.0617652424	0425	0.0615178425	0426	0.0613127426427	0.061104086427428	0.06087447942429	0.06068761872
430	0.06046621238
431	0.06025816874
432	0.05991291508
433	0.05971383466
434	0.05937933844
435	0.059158034643436	0.058973894143437	0.058716586443438	0.0585078124
439	0.058330555824440	0.058135124294441	0.057985997364442	0.057811112414443	0.0576393502
444	0.05738642084
445	0.05723059721
446	0.05704732542
447	0.05690356575
448	0.05670354874
449	0.05655364843
450	0.05629137453
451	0.05604557934
452	0451	0.0566151453	0.05560739822
454	0.05541277178
455	0.05516172426
456	0.05490143032
457	0456	0.0555333458	0457	0.0553156459	0458	0.0551198460	0459	0.05490461	0.0460	0.05471462	0.0461	0.05450463	0.0462	0.05432464	0.0463	0.05412465	0.0464	0.05395466	0.0465	0.05375467	0.0466	0.05360468	0.0467	0.05344469	0.468	0.053291470	0.469	0.053151471	0470	0.0528889472	0471	0.0527438473	472	0.0525334474	0473	0.0523252475	474	0.0521243476	0475	0.0519199477	0476	0.0517574478	0477	0.0515567479	0478	0.0513764480	0479	0.0512453481	0480	0.0510793482	0481	0.0509487483	0482	0.0508039484	0483	0.0505748485	484	0.05045069486	485	0.05015646487	486	0.04998597488	487	0.04977622489	488	0.04955353490	489	0.04939564491490	0.049216604492491	0.049045594493492	0.048930507494493	0.048781358495494	0.048567185496495	0.048371385497496	0.04818587498	497	0.04794799499	498	0.04778435500499	0.047592665501500	0.047365717502501	0.047211791503502	0.047003807504503	0.046850554505504	0.046668209506505	0.04650037507	506	0.04623177508	507	0.04610403509	508	0.04591993510	509	0.04576771034
