iter	Logloss
188	0.1645747723
189	0.1639534648
190	0.1635973582
191	0.1630932229
192	0.1627946731
193	0.1624843027
194	0.1621282133
195	0.1617701513
196	0.1613266802
197	0.1605330583
198	0.1598597294
199	0.1595598653
200	0.1592188887
201	0.1588354179
202	0.1584866361
203	0.1580896348
204	0.1575638191
205	0.1571748514
206	0.1567858394
207	0.1564476169
208	0.155716931
209	0.1553982168
210	0.1550172524
211	0.1545673407
212	0.1542388923
213	0.1538195068
214	0.1534288199
215	0.1529060983
216	0.152705717
217	0.1522170573
218	0.151896206
219	0.1516371739
220	0.1510928999
221	0.1505976459
222	0.1503161901
223	0.1498911164
224	0.149644591
225	0.1493208516
226	0.148798679
227	0.1483737816
228	0.1481168919
229	0.1478659364
230	0.1476184415
231	0.1472245504
232	0.147000967
233	0.1466549151
234	0.1464707355
235	0.1462843531
236	0.1460700291
237	0.1457883403
238	0.1455645663
239	0.1451661275
240	0.1447042463
241	0.1443796269
242	0.1437274289
243	0.1434986663
244	0.1431505107
245	0.1427717197
246	0.1423399404
247	0.1421621043
248	0.1420170315
249	0.1415134257
250	0.1413039058
251	0.1409859872
252	0.1407400745
253	0.14010358
254	0.1399118974
255	0.1395932651
256	0.1393768836
257	0.1390648529
258	0.13861757
259	0.13833903
260	0.1377374035
261	0.137489309
262	0.1369499417
263	0.1367668984
264	0.1365837185
265	0.1363473742
266	0.1362405011
267	0.1361343726
268	0.135906983
269	0.1356772444
270	0.1355084411
271	0.1351019515
272	0.1346569254
273	0.1344337357
274	0.1341655748
275	0.1339235566
276	0.1335035393
277	0.1330572563
278	0.1329144502
279	0.1326036832
280	0.1323398869
281	0.1321707414
282	0.1317856889
283	0.1313286669
284	0.1311057044
285	0.1307893994
286	0.1305853916
287	0.1302882955
288	0.1300723188
289	0.1297823519
290	0.1294501052
291	0.129345431
292	0.1291484072
293	0.1286595721
294	0.1284698461
295	0.1280037632
296	0.1278595345
297	0.1275033155
298	0.1272408215
299	0.1268571703
300	0.1266736235
301	0.1261939334
302	0.1259700438
303	0.1257906009
304	0.1257227784
305	0.1255575769
306	0.1252162964
307	0.124796566
308	0.1245169121
309	0.1244516367
310	0.124267017
311	0.1238211546
312	0.1235123399
313	0.1234679589
314	0.1233495398
315	0.1231803237
316	0.1231227224
317	0.1230579745
318	0.1228840665
319	0.1225950925
320	0.1223341533
321	0.1220202442
322	0.1218539727
323	0.1216168803
324	0.121419451
325	0.1212227783
326	0.1210866684
327	0.1209622291
328	0.1206716007
329	0.1203559014
330	0.1201938636
331	0.1198293839
332	0.119609995
333	0.1194317408
334	0.1191598652
335	0.1188669225
336	0.1187509119
337	0.1185566158
338	0.1180714221
339	0.1179490581
340	0.1177581088
341	0.1174851048
342	0.1173508699
343	0.1168924951
344	0.1167047106
345	0.1163240335
346	0.1162785093
347	0.1161342137
348	0.115764065
349	0.1155341506
350	0.1151393052
351	0.1148988926
352	0.1147686566
353	0.1143771687
354	0.1140957896
355	0.1139535986
356	0.1137070234
357	0.1135370504
358	0.1134418832
359	0.1131619531
360	0.1130095951
361	0.1127275265
362	0.1126118088
363	0.112453257
364	0.1121578517
365	0.1118722451
366	0.111787636
367	0.1113683959
368	0.1111905278
369	0.1108059754
370	0.1106388835
371	0.1104353232
372	0.1103707234
373	0.1099234145
374	0.1098265259
375	0.1095740164
376	0.1094536812
377	0.1092930316
378	0.1088579242
379	0.1087358232
380	0.1086002506
381	0.1084092775
382	0.1080902298
383	0.1079513098
384	0.1079052806
385	0.1077919257
386	0.1074853546
387	0.1072421132
388	0.1070145832
389	0.1067541378
390	0.1065154185
391	0.1062921994
392	0.1060751401
393	0.1055800106
394	0.1053708005
395	0.1050719549
396	0.1049115509
397	0.1047564937
398	0.1046936016
399	0.1044936562
400	0.1042017447
401	0.1040118065
402	0.1038317267
403	0.1036980065
404	0.103489291
405	0.1032942837
406	0.1031866954
407	0.1031294296
408	0.1030159482
409	0.1027645926
410	0.1027108855
411	0.1025025961
412	0.1023841482
413	0.1022777337
414	0.1019960808
415	0.1016466445
416	0.1015480833
417	0.101411944
418	0.1012773447
419	0.101177924
420	0.1011288901
421	0.1008610792
422	0.1005470291
423	0.1004355167
424	0.1003752954
425	0.1002987343
426	0.1002053894
427	0.09982855255
428	0.09976579361
429	0.09956978617
430	0.09932923593
431	0.099075338
432	0.09874231213
433	0.09853497482
434	0.09817200953
435	0.0980715514
436	0.09800452373
437	0.09772536027
438	0.09751868972
439	0.09740930863
440	0.09723982007
441	0.09706781558
442	0.09702429575
443	0.09693569642
444	0.09682976242
445	0.09658100564
446	0.09633679174
447	0.09616498832
448	0.09596549818
449	0.09582993115
450	0.09576776905
451	0.09562195086
452	0.09537299094
453	0.09518439172
454	0.09482210024
455	0.09472670048
456	0.09455446654
457	0.09438625884
458	0.09426576532
459	0.09406769362
460	0.09391755459
461	0.09359705072
462	0.09335217875
463	0.09326973803
464	0.09313647342
465	0.09309093828
466	0.09282723426
467	0.09278513349
468	0.09267978698
469	0.09232931267
470	0.09207201638
471	0.09195982552
472	0.09187549189
473	0.09175617165
474	0.09162536025
475	0.09148722992
476	0.09128687754
477	0.09106392691
478	0.0909671126
479	0.09090976493
480	0.09078753796
481	0.09064848374
482	0.09045323547
483	0.09035790639
484	0.09021795585
485	0.09009404329
486	0.08989396924
487	0.08959597161
488	0.08948092229
489	0.0894190778
490	0.0892283243
491	0.08912876948
492	0.08886623724
493	0.08878637271
494	0.08863549022
495	0.08850439498
496	0.08841593862
497	0.0880864294
498	0.08800747667
499	0.08782940589
500	0.08772756603
501	0.0874695465
502	0.0873267696
503	0.08727253643
504	0.08715734867
505	0.08694512969
506	0.08675526333
507	0.08661209735
508	0.08647169839
509	0.08638375096
510	0.0862430972
511	0.08605210548
512	0.08600378192
513	0.085917108
514	0.08584931092
515	0.08564319402
516	0.0854675442
517	0.08537146023
518	0.08516762842
519	0.08504129764
520	0.08497331934
521	0.08491109718
522	0.08472475254
523	0.08448966913
524	0.08434703477
525	0.08419282282
526	0.08400888614
527	0.08387945102
528	0.08380624152
529	0.08369476985
530	0.08353756955
531	0.08333386048
532	0.08321053761
533	0.0830813877
534	0.08302733837
535	0.08296493704
536	0.08273646642
537	0.08263459771
538	0.08259332765
539	0.08240506799
540	0.08222039045
541	0.08212207621
542	0.08208637896
543	0.08193980499
544	0.08170379456
545	0.08158599443
546	0.0814403268
547	0.08132640166
548	0.08120058645
549	0.08112573292
550	0.08100875266
551	0.08073466753
552	0.08067388127
553	0.08059152215
554	0.08042130889
555	0.08025672075
556	0.08009004185
557	0.08002252686
558	0.07977804178
559	0.07957969473
560	0.07934060628
561	0.07914423838
562	0.07892953459
563	0.07874947175
564	0.07862120573
565	0.07852988613
566	0.0782969773
567	0.07815793665
568	0.0779739638
569	0.07780425524
570	0.07775683671
571	0.07751025498
572	0.07744242809
573	0.07723894515
574	0.07714523127
575	0.07708713184
576	0.07692171497
577	0.07685804567
578	0.07662519823
579	0.0765134113
580	0.07637838452
581	0.07626694058
582	0.07612075101
583	0.07599075883
584	0.07579864813
585	0.07565492871
586	0.07556578861
587	0.07552658075
588	0.07538273168
589	0.07535529171
590	0.07528317622
591	0.0752544553
592	0.07498664487
593	0.07481712154
594	0.0746892843
595	0.0745011099
596	0.07430434466
597	0.07423689667
598	0.0740473961
599	0.07378551198
600	0.07373353666
601	0.07365148761
602	0.07345420552
603	0.07337150209
604	0.0733069554
605	0.07310639517
606	0.07300711353
607	0.07287034853
608	0.07278209039
609	0.07266925051
610	0.07253152947
611	0.07236288108
612	0.07230176243
613	0.07217699079
614	0.07204773736
615	0.07188719978
616	0.07175991684
617	0.07157290237
618	0.07149687944
619	0.07145974007
620	0.07141687376
621	0.07128116698
622	0.07121441842
623	0.07110183389
624	0.07096311741
625	0.0709235077
626	0.07086622456
627	0.07079806467
628	0.0706702214
629	0.07050301359
630	0.07033902192
631	0.07026214069
632	0.07022439647
633	0.07014179628
634	0.06994990478
635	0.06970407953
636	0.06956687602
637	0.06947540114
638	0.069382857
639	0.06928159353
640	0.06916761797
641	0.06908832195
642	0.06893503233
643	0.06886818034
644	0.06882133798
645	0.06863746477
646	0.06858853652
647	0.06850844684
648	0.06838682853
649	0.06835702187
650	0.06830290823
651	0.06819560812
652	0.06803574059
653	0.06796001354
654	0.06786265986
655	0.06775580283
656	0.06750281399
657	0.06722362858
658	0.06702253866
659	0.0668818058
660	0.06675705337
661	0.06672130532
662	0.06656987755
663	0.06653679463
664	0.06650461849
665	0.06647382959
666	0.06634327921
667	0.06616241
668	0.06598165856
669	0.06588894701
670	0.06570430335
671	0.06563300205
672	0.06559186267
673	0.06549586106
674	0.06546485399
675	0.06536683014
676	0.06521609813
677	0.06516047866
678	0.06508320233
679	0.06499923524
680	0.06482176314
681	0.06467927591
682	0.06459114973
683	0.064512336
684	0.06444282887
685	0.06433437349
686	0.06425804852
687	0.0640914013
688	0.06401996208
689	0.06397760112
690	0.06391515113
691	0.06377276804
692	0.06366079403
693	0.06348622092
694	0.06339988856
695	0.06329010864
696	0.06323060483
697	0.06317935078
698	0.0630383109
699	0.06295031909
700	0.06278338605
701	0.06274892458
702	0.06260449726
703	0.06248227028
704	0.06236346183
705	0.06224149925
706	0.06201545076
707	0.06188460911
708	0.06183285693
709	0.06179310232
710	0.06169374727
711	0.06164711161
712	0.06148432381
713	0.06141809033
714	0.06126060559
715	0.06117130879
716	0.06098306749
717	0.06091808613
718	0.06076385707
719	0.06067033194
720	0.0604498947
721	0.06026447758
722	0.06021817663
723	0.06016915424
724	0.06003302508
725	0.0599408828
726	0.05982707168
727	0.05964238096
728	0.05960396274
729	0.05953762049
730	0.05945024534
731	0.05934961659
732	0.05923685697
733	0.05915083098
734	0.05900631568
735	0.05890680935
736	0.05879567367
737	0.05870683657
738	0.05867932392
739	0.05857341914
740	0.05849006638
741	0.05830941823
742	0.05818391037
743	0.05806019257
744	0.05797804768
745	0.05782550255
746	0.05764573838
747	0.05757449649
748	0.05742497312
749	0.05735063643
750	0.05723365693
751	0.05709339488
752	0.05693264908
753	0.0568724182
754	0.05672722286
755	0.05670537917
756	0.05668027789
757	0.05658177398
758	0.05645088075
759	0.05639920109
760	0.05626665862
761	0.05620371104
762	0.05607646978
763	0.05605748971
764	0.05596494782
765	0.0558743765
766	0.05582324455
767	0.05573378381
768	0.05563316771
769	0.05552077316
770	0.05534831678
771	0.05528059752
772	0.05520525623
773	0.05509417088
774	0.05507575195
775	0.05499909971
776	0.05493734309
777	0.05490716555
778	0.05489058367
779	0.05487198541
780	0.05472462865
781	0.05463246077
782	0.05445930259
783	0.05437289973
784	0.05426865437
785	0.05420207376
786	0.05414351672
787	0.05404797947
788	0.05384389976
789	0.0537572875
790	0.0536344053
791	0.05359793015
792	0.05354916621
793	0.05343933703
794	0.05337684552
795	0.053259076
796	0.05318799406
797	0.05315588399
798	0.05303571701
799	0.05299586187
800	0.05293481253
801	0.0529154142
802	0.0527908033
803	0.05274720788
804	0.05267396573
805	0.05261579869
806	0.05243658319
807	0.05233677594
808	0.05227869437
809	0.05218284067
810	0.0521067784
811	0.05198362745
812	0.05192813148
813	0.05189662471
814	0.05183251645
815	0.05177861477
816	0.05174790013
817	0.05170735079
818	0.05158575253
819	0.05153591369
820	0.05144115656
821	0.05136026725
822	0.05134109997
823	0.05123414199
824	0.05109925328
825	0.05106820586
826	0.05093705842
827	0.05081499094
828	0.05074447626
829	0.05072127072
830	0.05058741046
831	0.05056014396
832	0.05045572692
833	0.05042231886
834	0.05035194141
835	0.05029513623
836	0.05026136673
837	0.05015400334
838	0.05007204059
839	0.05000186244
840	0.04997816637
841	0.04985789019
842	0.04981692282
843	0.04979709446
844	0.04974523293
845	0.04971071206
846	0.04960010789
847	0.04947892099
848	0.04939165797
849	0.04932396893
850	0.04923907135
851	0.0492041852
852	0.04914396514
853	0.04905112349
854	0.04894435297
855	0.04885925537
856	0.04884149918
857	0.04868748191
858	0.04857029492
859	0.04839961772
860	0.04833439645
861	0.04819286375
862	0.04817854986
863	0.04816079464
864	0.04806774281
865	0.04792288975
866	0.04790185651
867	0.04773410455
868	0.04767796011
869	0.04756216332
870	0.04745483852
871	0.04741587191
872	0.04731877092
873	0.04717265813
874	0.0470867105
875	0.047063443
876	0.04697890003
877	0.04688527515
878	0.04671627499
879	0.04660040122
880	0.04651784969
881	0.04642566339
882	0.04636562601
883	0.04631223052
884	0.04629144862
885	0.04616794457
886	0.04609617839
887	0.0460826364
888	0.04599825882
889	0.04592772249
890	0.04586004223
891	0.04581016467
892	0.04570409826
893	0.04562321755
894	0.04550598395
895	0.04540556976
896	0.0453480007
897	0.04533204255
898	0.04527599847
899	0.04515564202
900	0.04508550315
901	0.04506852311
902	0.04487573122
903	0.04486140975
904	0.0447433761
905	0.04469382593
906	0.04460872544
907	0.0445758533
908	0.04445984904
909	0.04436537955
910	0.04435106582
911	0.0442784857
912	0.04418055442
913	0.04416300315
914	0.044144595
915	0.04410032846
916	0.04405014647
917	0.0440315462
918	0.0439820217
919	0.04393763251
920	0.04392524344
921	0.04377803567
922	0.04370783321
923	0.04363654148
924	0.04358743968
925	0.0435140444
926	0.04340630625
927	0.04332106409
928	0.04328328998
929	0.04322317589
930	0.04311479061
931	0.0430058204
932	0.04298317324
933	0.04296294843
934	0.04291734405
935	0.04281519173
936	0.04270146793
937	0.04260329965
938	0.04248181317
939	0.04235949535
940	0.04230217397
941	0.04229042342
942	0.04223672033
943	0.0421152825
944	0.04204168722
945	0.04196565521
946	0.04189193576
947	0.04180044521
948	0.0417645886
949	0.04171235822
950	0.04170117474
951	0.04168426804
952	0.04156185577
953	0.04150568105
954	0.04144110522
955	0.04132502634
956	0.04126701285
957	0.04117864722
958	0.04109740648
959	0.04100652159
960	0.0409928072
961	0.04090947331
962	0.04075623293
963	0.04069420196
964	0.04067827374
965	0.04064193275
966	0.04059014273
967	0.04050845646
968	0.04045975994
969	0.04036180308
970	0.04028021631
971	0.04026316663
972	0.04009443684
973	0.03999258876
974	0.03990125483
975	0.03988721695
976	0.03986764477
977	0.03981157673
978	0.03979892054
979	0.03973166635
980	0.03965718745
981	0.03964060844
982	0.03962723058
983	0.03961522058
984	0.0395030721
985	0.03942647049
986	0.03936542709
987	0.03935269566
988	0.039290296
989	0.0391864917
990	0.03909556826
991	0.03908367257
992	0.03907048231
993	0.03902493053
994	0.03892695825
995	0.03891497508
996	0.03890332699
997	0.03887466653
998	0.0387110162
999	0.03862439206
6
6
999	0.03753794563
7

999	0.03766162014
